customer_id,first_name,last_name,email,phone,street_address,city,postal_code,country,sign_up_date,lease_start,lease_end,unit_id,unit_size,monthly_fee,payment_status,last_payment_date,notes
C100194,Olivia,Anderson,olivia47@hotmail.com,06-40913111,Oudeweg 92,Amsterdam,1173 AB,Ned.,20240708,2023-11-05,03-31-2019,Unit 110,—,157.6,suspended,11-30-2022,
C102092,Henry,Rodriguez,henry89@inboxstorage.eu,+31 6 38790344,Market Rd 14,Leiden,1826 AB,Netherlands,21.02.2020,03-20-2020,04/07/2024,U1095,—,501.69,Overdue,26/10/2023,Pays cash
C100322,Sophia,Gonzalez,sophia24@gmail.com,06-95703996,Stationsplein 14,Rotterdam,4533,Nederland,10-30-2018,2020-04-01,18.02.2027,U1456,15,395.09,paid,09.11.2021,Moved out
C100266,Ava,Lopez,alopez@yahoo.com,PHONE495,Princenhagelaan 144,Utrecht,8976 B,NL,15.04.2016,2017/06/10,22/08/2027,Unit 275,10m2,534.68,paid,20221006,Pays cash
C101952,Lucas,Jones,lucasjo@hotmail.com,+31621023972,Vijzelstraat 155,Leiden,7637 AB,Ned.,20210629,2017-11-02,06-16-2027,#66,5m2,127.03,Overdue,20180927,Prefers email
C100579,Harper,Davis,hdavis@example.com,0031-6-52364941,Hoofdstraat 81,Haarlem,7165 B,Nederland,2025/12/26,2020-07-28,10-29-2022,120A,10m2,163.36,paid,07-11-2018,Key lost
C101574,Alexander,Jackson,alexanderjackson@inboxstorageeu,PHONE617,Dorpsweg 150,Haarlem,3100 B,Netherlands,2020-08-03,2024-12-15,02-25-2018,u1374,10m2,491.79,paid,20230411,
C101725,William,Williams,williamwi@yahoo.com,06-83476674,Langestraat 46,Amsterdam,9821,Netherlands,20180723,20210304,2021/02/17,U1468,15,154.18,PAID,29-Apr-2022,Prefers email
C100941,William,Wilson,wwilson@gmail.com,+31 6 28700213,Langestraat 173,Haarlemmermeer,3555 AB,Nederland,26/12/2016,2022/02/19,2021-07-19,U1046,12 sqm,204.0,paid,06/05/2025,警告: unpaid
C101968,Emma,Martin,emma.martin at inboxstorage.eu,+31 6 32496793,Baker St 91,Amstelveen,2142 AB,Netherlands,17/02/2017,03-04-2021,2021-05-04,Unit 432,4 sqm,510.93,paid,18-Jan-2019,Moved out
C101134,Charlotte,Gonzalez,charlotte60 at gmail.com ,613908850,Market Rd 23,Rotteram,6855,Ned.,28-Jul-2016,17-Aug-2019,11.01.2020,#477,15,99.45,suspended,2023-10-15,Pays cash
C101255,Amelia,Smit,amelia.smith@gmail.com,+31687047932,Dorpsweg 25,The Hague,3044,Netherlands,20231213,04-08-2025,21.11.2027,U1420,unknown,41.93,paid,,Moved out
C101133,Harper,Jackson,hjackson@gmail.com,144859071,Dorpsweg 72,The Hague,7202 AA,Ned.,20250212,10-16-2017,20210128,u1113,15m2,405.93,PAID,10-25-2020,Customer asked for discount
C102166,Oliver,Jones,,,Oudeweg 79,Haarlemmermeer,2569 AA,Ned.,2017/01/31,20231229,02.11.2027,u1454,12 sqm,210.87,PAID,26/07/2019,Customer asked for discount
C102122,Lucas,Johnson,ljohnson@inboxstorage.eu,06-16928614,Main St 53,Amsterdam,9223,Netherlands,20251201,07-31-2020,04-09-2024,U1180,8 sqm,434.88,paid,09-17-2022,Key lost
C101935,Liam,Hernandez,liamhe@yahoo.com,0031-6-72211740 ext 332,Market Rd 192,Rotterdam,6874 AB,Ned.,2023-05-10,20200604,2025-03-05,309A,—,350.47,PAID,2023-05-30,Moved out
C100572,Isabella,Martinez,isabellama@inboxstorage.eu ,06-95218586,Main St 40,Amsterdam,7032,Ned.,10.05.2022,09-18-2023,20.04.2020,U1032,unknown,522.1,overdue,02.04.2018,Pays cash
C101813,Harper,Hernandez,hhernandez@hotmail.com,+31 6 85329038,Main St 145,Haarlem,8309,NL,14.11.2016,20171013,2026-01-03,399A,15,283.07000000000005,Overdue,2023-06-10,Moved out
C101869,Evelyn,Davis,,0031-6-51372748,Market Rd 182,Leiden,8452 AA,Nederland,03-Mar-2016,12-05-2016,21.08.2018,u1174,—,133.25,PAID,2023/03/20,Prefers email
C101890,Elijah,Rodriguez,erodriguez@gmail.com,+31 6 00337692,Dorpsweg 142,Leiden,9818 AA,NL,2017-03-23,2021/11/08,2022/09/19,323A,—,392.44,PAID,2025/07/21,telefono incorrecto
C101561,Noah,Thomas,nthomas@gmail.com,990317791,Langestraat 104,Amsterdam,9394 B,Ned.,28/11/2019,23/11/2020,01.11.2023,257A,unknown,68.66,pending,28/06/2023,Prefers email
C101669,Amelia,Jackson,ajackson@yahoo.com,0031-6-85707852,Market Rd 135,Haarlem,5215,Ned.,04-Dec-2019,24.08.2025,2027-07-25,424A,5,545.32,suspended,20220422,Customer asked for discount
C101111,Elijah,Brown,elijah1@hotmail.com,465267499,Main St 160,Haarlemmermeer,3045 B,Ned.,08-Oct-2018,02-May-2025,22/10/2022,189A,unknown,104.8,Overdue,20190426,Pays cash
C101176,Liam,Thomas,liam.thomas@example.com,+31 6 02123090,Vijzelstraat 126,The Hague,1981,Netherlands,26.04.2022,01-26-2021,07-28-2021,U1335,—,283.07000000000005,pending,13-Feb-2025,Key lost
C101676,Ava,Rodriguez,avaro@yahoo.com,0031-6-48310312,Vijzelstraat 124,The Hague,4657,NL,12-Feb-2023,24-Apr-2019,09-25-2024,U1476 - ,—,136.04,Overdue,02.03.2021,Pays cash
C101084,Harper,Martinez,harperma@yahoo.com,PHONE939,Market Rd 143,Leiden,1849 B,NL,12-27-2021,21/01/2025,19-Mar-2022,394A,10m2,104.25,Overdue,21-Jun-2021,Moved out
C101510,Charlotte,Smith,csmith@yahoo.com,625769322,Market Rd 167,Rotterdam,5552 B,NL,04/12/2023,2020/08/11,20/02/2027,135A,10,307.54,Overdue,20210214,Pays cash
C101281,Harper,Jones,hjones@hotmail.com,617339883,Stationsplein 129,Rotterdam,6410 AB,Netherlands,20210409,26.03.2021,2022-10-09,Unit 51,—,164.4,PAID,20180227,警告: unpaid
C100755,Charlotte,Brown,charlottebr@gmail.com,+31 6 83054508,Hoofdstraat 75,Rotterdam,7338 AC,NL,06-Aug-2016,20201118,09-07-2019,#177,unknown,374.26,overdue,12.01.2021,Customer asked for discount
C100365,Sophia,Jackson,sophia.jackson@yahoo.com,+31 6 84926748,Market Rd 194,Rotterdam,1999 AB,Ned.,05-Jan-2018,09/11/2022,20170527,U1340,5,524.8,paid,16-May-2018,Prefers email
C101225,Henry,Garcia,henryga@examplecom,06-02634960,Market Rd 54,Alkmaar,8846,Ned.,06-02-2019,29/10/2024,20250126,#48,—,401.29,overdue,20230116,Customer asked for discount
C101931,James,Miller,jamesmi@yahoo.com,626697233,Vijzelstraat 173,Rotterdam,6300 AC,Nederland,2022-03-08,29.03.2024,16-Jun-2024,u1130,2 sqm,49.37,suspended,11-04-2019,Moved out
C100861,Alexander,Anderson,aanderson@yahoo.com,+31684008110,Stationsplein 166,The Hague,5039 AB,Ned.,2018-12-16,01-11-2019,20230524,#391,—,312.68,Overdue,2024/11/20,Key lost
C101068,Elijah,Gonzalez,elijah.gonzalez@inboxstorage.eu,638441263,Vijzelstraat 53,The Hague,4393 AC,Nederland,20231118,20230613,19-Nov-2025,135A,unknown,229.71,Overdue,20240508,警告: unpaid
C100583,Lucas,Gonzalez,lucasgo@hotmailcom,PHONE806,Market Rd 38,Haarlem,6167 AC,Nederland,08-21-2017,20160724,20241208,Unit 297,unknown,154.41,PAID,20211017,Customer asked for discount
C101584,Olivia,Lopez,olivialo@inboxstorage.eu,612490424,Oudeweg 158,Eindhoven,4768,Nederland,11-30-2021,2023/03/29,2018-04-18,#284,5,56.8,overdue,,Key lost
C102056,Davis,Sophia,davisso@hotmail.com,646227768,Main St 191,Amsterdam,9620 AC,NL,17/03/2024,06-Apr-2016,11/05/2018,#477,unknown,368.8,pending,20250221,
C100849,Emma,Davis,emma.davis@yahoo.com,607366206,Hoofdstraat 17,Leiden,3378 AB,Nederland,12-30-2025,29-Jun-2017,20250724,#187,unknown,521.2,pending,2023-10-06,Customer asked for discount
C102123,Sophia,Davis,sophia86@inboxstorage.eu,654671213,Stationsplein 3,Rotterdam,5472 AB,Nederland,09.02.2025,03-24-2018,2020/08/26,#281,unknown,416.19,late,,Key lost
C101606,Isabella,Lopez,ilopez@yahoo.com,06-27084205,Vijzelstraat 61,The Hague,1358,Ned.,20171108,08-02-2023,20.12.2020,147A,5 sqm,322.23,suspended,18.06.2025,Moved out
C100812,Lucas,Davis,lucas81@gmail.com,+31 6 22275617,Hoofdstraat 197,Eindhoven,9965 AA,Netherlands,20250318,18/10/2022,28-Jul-2022,u1225,5,517.9,Overdue,06-30-2021,Prefers email
C100736,Amelia,Jones,amelia2@yahoo.com,+31 6 44175666,Dorpsweg 138,Utrecht,2012,Netherlands,01-13-2019,2023/01/10,18-Jun-2025,u1429,—,283.07000000000005,overdue,2018-05-16,Pays cash
C101087,James,Williams,james.williams@example.com,553810904,Langestraat 141,The Hague,2547 AB,Ned.,2025/09/02,20210607,20210820,u1130,5,141.82,overdue,03-20-2021,Moved out
C100318,Elijah,Moore,emoore@gmail.com,06-93768418,Vijzelstraat 75,Alkmaar,8911 AA,Netherlands,23.09.2020,16-Jun-2023,05/02/2024,U1398,—,217.78,PAID,27.09.2018,警告: unpaid
C100926,Alexander,Thomas,alexander.thomas@gmail.com,06-50023564,Dorpsweg 11,Alkmaar,8308,NL,24.12.2025,20210908,20241101,493A,—,112.36,PAID,08-Mar-2023,警告: unpaid
C102073,Charlotte,Williams,cwilliams@yahoo.com,06-63621881,Dorpsweg 94,Rotterdam,4841 AB,Ned.,2025/10/29,2018/12/01,indefinite,u1276,10,141.64,late,2021-06-15,警告: unpaid
C101772,Noah,Anderson,noah.anderson@example.com,PHONE964,Princenhagelaan 85,The Hague,5313 AB,NL,19-Aug-2016,19.11.2021,10.06.2022,u1389,—,107.81,paid,03.02.2021,警告: unpaid
C100808,Elijah,Smith,elijahsm@inboxstorage.eu,+31 6 57182652,Dorpsweg 187,Alkmaar,8087 AC,Netherlands,08-09-2019,20210426,20260429,343A,5m2,527.64,PAID,07/12/2018,警告: unpaid
C101885,Henry,Anderson,henry31@gmail.com,PHONE515,Vijzelstraat 168,Utrecht,1460 AA,NL,06-30-2019,23.06.2025,2025-08-20,#356,—,162.11,Overdue,03-01-2022,Key lost
C100343,Mia,Martin,miama@example.com,834761289,Hoofdstraat 72,Leiden,2733 AA,Nederland,20240311,2022/06/01,2023/05/17,U1453,15 sqm,355.7,PAID,20180719,Key lost
C100398,Noah,Johnson,noah.johnson@gmail.com,618541333,Dorpsweg 30,Alkmaar,2620 AC,Ned.,25/02/2022,2022-05-06,29.12.2019,412A,15m2,65.39,paid,25.02.2019,Prefers email
C100584,Harper,Wilson,hwilson@example.com,636985167,Market Rd 36,Utrecht,7197 AC,NL,01.06.2022,20220606,2025-09-12,434A,5 sqm,411.11,PAID,09-28-2019,Customer asked for discount
C101702,Evelyn,Martin,evelynma@outlook.com,PHONE912,Vijzelstraat 6,Amsterdam,3340 AB,Ned.,19/10/2018,20231015,2018-03-30,#388,—,488.19,PAID,08-21-2019,警告: unpaid
C100292,Liam,Martinez,liam.martinez@inboxstorage.eu,0031-6-04265274,Vijzelstraat 11,Haarlemmermeer,2324,Nederland,2019-08-20,17-Nov-2016,05-31-2021,#425,10m2,384.98,Overdue,26/04/2023,Customer asked for discount
C101344,Charlotte,Smith,csmith@outlook.com,PHONE318,Vijzelstraat 127,Eindhoven,2462 AC,Nederland,02-11-2017,20210228,01.04.2027,U1184 ,unknown,185.5,paid,2024/03/05,Customer asked for discount
C101102,Johnson,Benjamin,johnson42@yahoo.com,+31 6 15742994,Princenhagelaan 152,Haarlemmermeer,4596 B,NL,20210106,03/05/2022,23.08.2018,#259,6 sqm,221.68,late,07-27-2020,Prefers email
C101159,Noah,Taylor,noahta@hotmail.com,06-96894572,Dorpsweg 140,Eindhoven,6216,Nederland,20230829,01-02-2025,04-07-2024,#311,15m2,409.21,pending,05-18-2020,Pays cash
C100141,Lucas,Williams,lucas.williams@gmail.com,672011379 ext 510,Vijzelstraat 120,Leiden,3867 AA,Netherlands,2023-05-13,08-18-2024,23-Jan-2026,U1104,15,530.49,PAID,08.01.2018,
C101004,Mia,Brown,mia21@gmail.com,06-36376274,Princenhagelaan 139,Eindhoven,9269 B,NL,04-06-2017,20170809,active,U1238,—,534.97,Overdue,04-14-2023,telefono incorrecto
C100002,William,Gonzalez,williamgo at outlook.com,615410067,Stationsplein 42,Alkmaar,2207 AA,NL,03-23-2016,2018-12-05,28-Nov-2019,Unit 83,5,334.84,pending,02.11.2022,Moved out
C100576,Ava,Anderson,avaan@hotmail.com,623814331,Oudeweg 135,Haarlemmermeer,6414 AA,Netherlands,04-27-2017,2021/07/16,10/06/2019,Unit 299,1 sqm,190.64,suspended,15-Jan-2020,Prefers email
C101533,Benjamin,Jones,benjaminjo@hotmail.com,608898742,Princenhagelaan 125,Haarlem,1948 B,Netherlands,05-31-2017,01-29-2018,2023/02/15,u1148,5m2,340.61,paid,2020/01/07,Customer asked for discount
C100339,Sophia,Moore,sophia.moore@inboxstorage.eu,0031-6-27879025,Baker St 45,Haarlemmermeer,6234 AC,Ned.,20210402,20.07.2018,2026/12/08,U1101,—,187.4,suspended,08-22-2019,telefono incorrecto
C100874,Amelia,Williams,amelia34@hotmail.com,202315218,Princenhagelaan 157,Rotterdam,2011 AA,NL,02/05/2024,22.08.2019,20230428,U1115,1 sqm,237.21,pending,2023-10-30,Customer asked for discount
C100265,Alexander,Thomas,alexander.thomas@hotmail.com,036640163,Hoofdstraat 130,Utrecht,2950 AC,Ned.,08-Feb-2020,03/12/2023,20.11.2025,76A,—,228.56,PAID,04/06/2018,Customer asked for discount
C100376,Amelia,Garcia,agarcia@inboxstorage.eu,0031-6-74587120,Princenhagelaan 68,Utrecht,1062 AA,Netherlands,11-Jan-2025,11-30-2016,27/12/2021,u1303,10,395.15,overdue,20240903,telefono incorrecto
C101928,Oliver,Lopez,oliver93@outlook.com,645802971,Market Rd 128,Amsterdam,7657 B,Ned.,15.04.2024,26.09.2024,2020-09-10,Unit 166,15 sqm,344.8,overdue,07-Dec-2018,telefono incorrecto
C100439,Elijah,Jackson,elijahja@gmail.com,0031-6-83882015,Market Rd 35,Leiden,2778,NL,05-13-2023,2023/12/11,20180408,Unit 490 - ,—,473.6,late,14.11.2020,Pays cash
C100271,Sophia,Hernandez,sophia72@hotmail.com,06-24157127,Dorpsweg 169,Haarlem,7803 AA,NL,25/08/2025,2023/07/22,20220601,U1264,4 sqm,35.49,Overdue,20-Jun-2019,
C100244,Charlotte,Hernandez,chernandez@hotmail.com,+31 6 99009378,Main St 133,The Hague,9479,Netherlands,01/09/2016,28-Jan-2021,2019/11/15,Unit 432,15,197.3,PAID,21-Apr-2024,
C101436,Benjamin,Martin,,0031-6-18912009,Stationsplein 149,Leiden,4433 B,Ned.,20170607,09-24-2024,11-07-2022,U1025,5m2,242.22,late,,Moved out
C101273,James,Rodriguez,james69@example.com,606153433,Dorpsweg 65,Amstelveen,3212 AC,Netherlands,2021/07/28,01-Mar-2019,11/03/2022,#425,unknown,107.73,PAID,14.01.2018,Pays cash
C100816,James,Johnson,james59@example.com,06-22365327 ext 76,Vijzelstraat 21,Leiden,9396 B,Ned.,04.07.2018,06-May-2016,29/10/2019,#431,—,158.51,overdue,20221224,
C101564,Sophia,Anderson,sanderson@inboxstorage.eu,678360825,Oudeweg 149,Haarlem,7150 AC,Netherlands,20191008,20250714,2022-07-19,Unit 204,12 sqm,135.97,suspended,2018-05-31,Prefers email
C100607,Evelyn,Gonzalez,egonzalez@outlook.com,+31 6 25480575,Vijzelstraat 188,Alkmaar,5588 AC,Nederland,2017/12/29,11-May-2024,06/08/2023,Unit 315,—,249.17,suspended,06-Sep-2022,telefono incorrecto
C100415,Emma,Jackson,emma.jackson@hotmail.com,657666476 ext 688,Langestraat 165,Rotterdam,8139 AC,NL,11-15-2025,2018-01-27,09-12-2018,Unit 294,unknown,300.49,suspended,12-Aug-2019,Pays cash
C100273,Elijah,Martinez,emartinez@gmail.com,034213485,Baker St 54,The Hague,4235 AA,Ned.,08.09.2016,2021/05/12,29-Jan-2019,u1429,—,222.54,Overdue,2025-11-14,telefono incorrecto
C101975,James,Davis,jamesdavis@hotmailcom,+31 6 62909369,Dorpsweg 82,Haarlemmermeer,4751 B,Nederland,08/06/2025,04-18-2024,2024/08/29,Unit 132,6 sqm,339.28,late,2024-11-08,telefono incorrecto
C100250,Alexander,Davis,alexanderdavis@hotmailcom,691948962,Baker St 167,The Hague,7591,Nederland,2025-11-10,14-Dec-2016,04.10.2020,Unit 479,unknown,236.79,pending,22/05/2023,Prefers email
C100413,Olivia,Martin,oliviama@example.com ,0031-6-03273571,Market Rd 88,Leiden,7236 AA,Netherlands,2022/07/05,18.10.2024,20271026,Unit 171,unknown,366.28,overdue,,Prefers email
C101292,Amelia,Jones,amelia91@outlook.com,621748819,Vijzelstraat 198,Amsterdam,5747 AC,Ned.,2019-12-30,04-Apr-2017,25.04.2026,369A,15m2,56.38,Overdue,20231228,Prefers email
C101546,Ava,Moore,amoore@hotmail.com,06-43638564,Main St 126,Leiden,7972 AC,NL,10-05-2024,04-22-2016,2024/03/21,u1466,5,252.27,overdue,2020/04/11,
C100310,James,Martin,james.martin@inboxstorage.eu,06-80224065,Dorpsweg 131,Amstelveen,8254 B,NL,09.10.2020,2022/11/17,31/10/2018,#200,10m2,489.08,suspended,,Customer asked for discount
C100781,Elijah,Smith,elijah.smith@inboxstorage.eu,PHONE202,Oudeweg 22,Leiden,2525 AA,Netherlands,20220922,2025/07/01,27/08/2025,#494,—,274.09,PAID,2025/06/04,Customer asked for discount
C100765,Emma,Taylor,emmata@gmail.com,+31 6 52288761,Princenhagelaan 13�,Alkmaar,2176 AB,NL,20180725,25-Mar-2019,20210823,434A,15m2,462.28,paid,2022/12/05,Moved out
C100425,Sophia,Anderson,sophiaan@hotmail.com ,175304053,Baker  SSt  171,The Hague,1450 B,NL,12-01-2024,2016/01/11,03/08/2021,#281,unknown,53.01,suspended,2023/01/26,telefono incorrecto
C102134,Liam,Garcia,liamga@gmail.com,0031-6-36492320,Langestraat 135,Eindhoven,2914 AC,Nederland,2017/08/30,20160725,29/11/2027,u1365,15m2,386.84,Overdue,20190920,telefono incorrecto
C100839,Liam,Thomas,lthomas@outlook.com,0031-6-40098936,Main St 172,Rotterdam,3081 AB,Ned.,2019/05/10,30/01/2018,11-08-2019,u1325,15,482.92,overdue,05-05-2020,telefono incorrecto
C101925,Charlotte,Jackson,charlotte.jackson@outlook.com,PHONE654,Baker St 49,Leiden,7434 AB,NL,09-Jul-2024,25-Aug-2017,2021-01-07,#12,unknown,379.13,PAID,14.07.2019,Key lost
C101602,Isabella,Martinez,isabella61@outlook.com,06-26903000,Stationsplein 147,Eindhoven,3021,NL,10-27-2020,23.07.2018,2018-10-25,Unit 51,—,146.99,PAID,10-18-2018,Moved out
C100965,Isabella,Davis,isabella17@yahoo.com,551638883,Main St 11,The Hague,8594 AC,NL,2023/09/29,20220213,20181106,274A,1 sqm,237.03,paid,2024/02/13,Customer asked for discount
C101639,Lucas,Taylor,lucasta@inboxstorage.eu,901583815,Vijzelstraat 1044,Haarlem,9821 AB,Netherlands,11-16-2022,04-18-2021,28-Oct-2026,Unit 444,12 sqm,129.21,overdue,28.06.2024,Prefers email
C101512,Lucas,Brown,lucas40@example.com,PHONE302,Baker St 168,Alkmaar,5588 AC,Ned.,19/04/2024,22.12.2023,20180122,U1472,unknown,413.67,suspended,2022-06-22,Key lost
C100526,Charlotte,Williams,charlottewi@yahoo.com,06-91164764,Stationsplein 102,Alkmaar,2039 B,Netherlands,23/04/2023,2018/09/27,21-Feb-2026,u1389,12 sqm,101.91,suspended,18/04/2023,警告: unpaid
C102186,Alexander,Garcia,agarcia@inboxstorage.eu,088453922,Stationsplein 93,Rotterdam,2859 AC,NL,16/12/2023,02-03-2023,2026-12-22,u1014,unknown,54.89,suspended,14.11.2023,
C100893,Benjamin,Gonzalez,bgonzalez@outlook.com,06-87890529,Baker St 94,Utrecht,4293 AC,Netherlands,2024-12-30,09-06-2020,23.05.2027,U1236,12 sqm,454.64,paid,26/07/2020,telefono incorrecto
C100182,Noah,Taylor,noah.taylor@gmail.com,0031-6-17088948 ext 177,Baker St 7,Eindhoven,9848 AA,Ned.,04-26-2021,22.04.2021,14/06/2027,Unit 432,4 sqm,178.76,Overdue,11/12/2018,telefono incorrecto
C100170,Benjamin,Rodriguez,,PHONE904,Vijzelstraat 104,Haarlem,8431 B,Netherlands,20200707,26/07/2021,20231024,u1414,3 sqm,219.34,PAID,10/01/2020,Pays cash
C100997,Charlotte,Jones,charlottejo@example.com,0031-6-02758794,Market Rd 55,Utrecht,8164 AA,Ned.,06.08.2024,08-23-2022,04-May-2021,u1069,—,384.47,paid,2019/06/16,Pays cash
C101433,Mia,Williams,mwilliams@example.com,607755622,Market Rd 114,Alkmaar,8286 AC,Ned.,28-Jan-2016,20190226,27.10.2018,u1365,5m2,405.42,PAID,03-07-2025,telefono incorrecto
C100187,Olivia,Anderson,olivia35@hotmail.com,0031-6-96807852,Hoofdstraat 87,Rotterdam,4224 AA,Netherlands,27/07/2017,23.09.2017,20210315,u1276,unknown,381.55,Overdue,21-Jan-2023,警告: unpaid
C100619,Isabella,Brown,isabella62@hotmail.com,,Baker St 109,The Hague,9704 B,Ned.,20171029,20240820,09-27-2023,#357,unknown,85.18,suspended,20200309,Customer asked for discount
C102006,Jackson,Charlotte,jacksonch@yahoo.com,+31 6 55036044,Dorpsweg 40,Rotterdam,1534 AA,Ned.,2025-06-28,23-Dec-2021,20270511,U1118,—,193.51,overdue,14.08.2023,Prefers email
C100158,Elijah,Gonzalez,elijahgo@yahoo.com,615566847 ext 475,Market Rd 16,Amsterdam,8516,NL,14-Apr-2018,03-28-2017,18/02/2021,219A,1 sqm,330.84,PAID,02.04.2020,Prefers email
C100879,Amelia,Rodriguez,amelia82@hotmail.com,0031-6-25996865,Dorpsweg 174,Amsterdam,1839 B,Ned.,2023-05-04,27-Dec-2019,17-Jul-2026,u1246,15m2,283.07000000000005,suspended,2020/05/25,
C100272,Henry,Jackson,hjackson@example.com,497196706,Oudeweg 29,Amsterdam,2718 B,Netherlands,11-26-2017,20241021,11-Apr-2019,U1398,15,407.63,Overdue,16/07/2020,Prefers email
C100614,Benjamin,Jones,bjones@gmail.com,+31 6 40439684,Oudeweg 33,Haarlem,7771 AC,Netherlands,20170202,2021-11-19,22-Jan-2022,#216,1 sqm,531.56,pending,01.08.2021,Moved out
C101833,William,Martinez,william.martinez@outlook.com,698056151,Stationsplein 47,Alkmaar,5849 AC,Ned.,2016/12/11,10-27-2024,26/04/2026,U1499,unknown,405.12,pending,10-16-2018,警告: unpaid
C101889,William,Smith,wsmith@outlook.com,PHONE415,Dorpsweg 95,Utrecht,7374 AA,Ned.,08.06.2025,08.07.2025,19.09.2022,#417,—,283.07000000000005,paid,2019/01/20,Customer asked for discount
C101953,Liam,Moore,liam82@inboxstorage.eu,0031-6-06272130,Stationsplein 42,The Hague,5810 B,Netherlands,2016-08-04,2019/11/17,2025/03/08,35A,unknown,59.28,pending,02.07.2019,Moved out
C100371,Liam,Smith,liamsm at yahoo.com,+31 6 12457181,Market  Rd  153,Utrecht,3669,NL,11-Mar-2016,2023-11-15,09/12/2018,493A,5m2,59.34,suspended,2019-07-07,Prefers email
C100222,Elijah,Taylor,elijah.taylor@hotmail.com,0031-6-33539005,Vijzelstraat 75,Utrecht,7437,Netherlands,27/05/2023,2025/05/26,16-Apr-2023,U1094 ,—,335.09,PAID,01-20-2018,Key lost
C100593,Evelyn,Hernandez,ehernandez@inboxstorage.eu,+31 6 37637825,Langestraat 106,Amstelveen,8477 AA,NL,14/10/2025,10-05-2020,05-Nov-2024,Unit 317,—,44.97,PAID,28.01.2018,警告: unpaid
C102130,Henry,Brown,hbrown@hotmail.com,0031-6-88217075,Langestrraat 32,Leiden,1380 AB,Ned.,24.07.2021,18.06.2017,20231106,#200,—,242.59,late,2024-11-20,Pays cash
C100767,William,Thomas,william93@yahoo.com,06-09319579,Hoofdstraat 122,Haarlem,6072 B,NL,2023-09-16,01.05.2023,28-Mar-2024,#7,5m2,255.63,paid,,Customer asked for discount
C101912,Henry,Jackson,hjackson@inboxstorage.eu,674084965,Hoofdstraat 85,Amstelveen,1393 AA,Nederland,20200416,06-07-2023,14-Nov-2025,#485,12 sqm,64.7,PAID,2022/02/03,Moved out
C100136,William,Williams,williamwi at hotmail.com,06-49072801,Princenhagelaan 73,Rotterdam,2059 AA,Netherlands,07-16-2021,2024-03-21,04-Mar-2027,u1041,10 sqm,188.75,late,16.10.2024,Customer asked for discount
C100518,Gonzalez,Benjamin,gonzalez.benjamin@yahoo.com,684218180,Hoofdstraat 43,Haarlemmermeer,2499 AB,Netherlands,18/05/2017,05-01-2020,12-11-2022,#199,5m2,383.6,paid,10-Apr-2019,
C100845,Charlotte,Davis,charlotte83@inboxstorage.eu,804027617,Dorpsweg 151,Utrecht,5020 AB,Nederland,02-03-2019,16/11/2018,03.07.2026,Unit 106,unknown,293.95,overdue,28/01/2021,telefono incorrecto
C100334,Alexander,Smith,alexandersm@hotmail.com,06-09406714,Princenhagelaan 67,Haarlemmermeer,9605 B,Netherlands,11/10/2022,2018/10/08,25-Jul-2020,U1383,10m2,452.38,late,2022-04-28,Key lost
C101029,Noah,Smith,noah.smith@hotmail.com,06-92523402,Oudeweg 194,Rotterdam,2735,Netherlands,25-Sep-2023,20240128,18-Apr-2026,#43,unknown,466.56,late,2020/10/10,
C101374,Ava,Gonzalez,ava96@hotmail.com,0031-6-53563309,Stationsplein 168,The Hague,6786 AB,Ned.,04/03/2023,01-25-2017,2018-03-10,Unit 460,unknown,522.26,paid,,Key lost
C101245,Amelia,Moore,amelia.moore@example.com ,672080794,Main St 98,Eindhoven,3003 AB,Nederland,05.10.2025,2016/04/21,04-Feb-2027,Unit 105,unknown,531.38,Overdue,12-04-2024,Customer asked for discount
C100831,Emma,Gonzalez,emmago@example.com,PHONE181,Baker St 186,Rotterdam,9126 AB,NL,2019-09-28,08.04.2018,2022-08-10,u1308,5,283.07000000000005,suspended,24.10.2022,Pays cash
C100710,Oliver,Johnson,oliver.johnson@gmail.com,06-25059631,Dorpsweg 161,Haarlem,1951 AA,NL,2016-09-16,2024-02-06,09-07-2019,U1472,15m2,45.09,paid,02/04/2024,Pays cash
C100015,Charlotte,Rodriguez,charlottero@example.com,06-57790827,Dorpsweg 11,Haarlemmermeer,3406 AA,Nederland,23/11/2018,17-Oct-2021,27.04.2024,u1010,unknown,341.46,pending,2022/08/10,Moved out
C100942,Mia,Martinez,mmartinez@example.com,0031-6-75046534,Dorpsweg 116,Utrecht,4392 AC,Nederland,2016-05-26,2021/10/29,20220605,u1047,—,256.81,overdue,20191101,警告: unpaid
C101103,Sophia,Jones,sophiajo@yahoo.com,+31 6 13202725,Dorpsweg 111,Leiden,1869 AA,Netherlands,22-Oct-2019,2018-08-26,07-Mar-2023,u1010,—,542.98,paid,23-Apr-2021,Key lost
C101822,Mia,Miller,mia.miller@inboxstorage.eu,159132059,Hoofdstraat 34,Haarlem,7065 AA,Netherlands,2024/06/10,20251014,20270216,U1201,—,20.89,paid,2019/01/30,
C101996,Sophia,Jackson,sjackson@gmail.com,+31 6 33071461,Dorpsweg 93,Alkmaar,4345 AA,Netherlands,24.03.2018,30/10/2022,20220808,u1034,unknown,285.5,PAID,20190816,Prefers email
C100570,Noah,Wilson,noah.wilson@yahoo.com,PHONE923,Princenhagelaan 55,Utrecht,7820 AA,NL,07-14-2021,13/03/2018,2027-11-24,Unit 62,15,348.31,PAID,2024-06-25,telefono incorrecto
